cv19_activos,cv19_curados,cv19_fallecidos,cv19_total_casos,fecha_datos,isla,municipio,poblacion
,14.0,,14.0,21/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
5.0,135.0,1.0,130.0,21/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,21/06/2021,LANZAROTE,Teguise,22703
2.0,44.0,,44.0,21/06/2021,GRAN CANARIA,Santa Brígida,18394
7.0,92.0,,84.0,21/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,21/06/2021,GRAN CANARIA,Teror,12522
9.0,129.0,1.0,130.0,21/06/2021,FUERTEVENTURA,Pájara,21349
67.0,471.0,3.0,436.0,21/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,21/06/2021,TENERIFE,Buenavista del Norte,4786
44.0,490.0,4.0,438.0,21/06/2021,TENERIFE,Arona,82777
49.0,799.0,7.0,833.0,21/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,21/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,21/06/2021,LA PALMA,El Paso,7623
916.0,6770.0,74.0,7064.0,21/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
9.0,44.0,,33.0,21/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
7.0,81.0,1.0,82.0,21/06/2021,TENERIFE,El Rosario,17496
,19.0,,17.0,21/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,21/06/2021,GRAN CANARIA,Tejeda,1883
,12.0,,11.0,21/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,21/06/2021,TENERIFE,San Miguel de Abona,21621
5.0,233.0,4.0,221.0,21/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
17.0,198.0,1.0,184.0,21/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,21/06/2021,GRAN CANARIA,Artenara,1049
11.0,123.0,,122.0,21/06/2021,TENERIFE,Tacoronte,24201
5.0,260.0,1.0,258.0,21/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,21/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,21/06/2021,GRAN CANARIA,Valsequillo,9377
18.0,364.0,1.0,370.0,21/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,21/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,21/06/2021,GRAN CANARIA,Moya,7746
1.0,58.0,1.0,55.0,21/06/2021,TENERIFE,La Victoria de Acentejo,9158
2.0,21.0,,20.0,21/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,21/06/2021,TENERIFE,Los Silos,4743
,12.0,,11.0,21/06/2021,GRAN CANARIA,Firgas,7438
1.0,44.0,,35.0,21/06/2021,TENERIFE,Santa Úrsula,14953
,,,,21/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,21/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,21/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,21/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,21/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,21/06/2021,GRAN CANARIA,Valleseco,3727
1.0,10.0,,11.0,21/06/2021,TENERIFE,Vilaflor,1715
,,,,21/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,21/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,21/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,21/06/2021,LA PALMA,Tazacorte,4601
,,,,21/06/2021,LA GOMERA,Agulo,1110
1.0,5.0,,6.0,22/06/2021,TENERIFE,Garachico,4869
81.0,3823.0,39.0,3854.0,22/06/2021,LANZAROTE,Arrecife,64645
8.0,215.0,2.0,204.0,22/06/2021,TENERIFE,La Orotava,42187
1.0,27.0,1.0,24.0,22/06/2021,TENERIFE,La Matanza de Acentejo,9059
2.0,25.0,1.0,26.0,22/06/2021,TENERIFE,Santiago del Teide,11281
1.0,17.0,,18.0,22/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,22/06/2021,LANZAROTE,Tías,20628
1.0,21.0,,13.0,22/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,22/06/2021,LA GOMERA,Valle Gran Rey,4630
,62.0,,56.0,22/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,22/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,22/06/2021,FUERTEVENTURA,Antigua,12972
6.0,236.0,,216.0,22/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,22/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,22/06/2021,LA PALMA,Tijarafe,2507
9.0,90.0,2.0,92.0,22/06/2021,TENERIFE,Icod de Los Vinos,23316
2.0,48.0,,46.0,22/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,22/06/2021,LA PALMA,Los Llanos de Aridane,20760
,101.0,,98.0,22/06/2021,GRAN CANARIA,Ingenio,31694
322.0,,125.0,11247.0,22/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
1.0,7.0,1.0,9.0,22/06/2021,LA GOMERA,Alajeró,2026
,31.0,,30.0,22/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,22/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,22/06/2021,GRAN CANARIA,Agaete,5599
3.0,62.0,1.0,62.0,22/06/2021,GRAN CANARIA,Agüimes,31914
5.0,58.0,,57.0,22/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,22/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,22/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,22/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,22/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,22/06/2021,EL HIERRO,Valverde,5069
25.0,104.0,,129.0,22/06/2021,FUERTEVENTURA,Tuineje,15596
1.0,13.0,,11.0,22/06/2021,TENERIFE,Fasnia,2818
5.0,30.0,,32.0,22/06/2021,TENERIFE,Tegueste,11287
55.0,458.0,,461.0,22/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,22/06/2021,GRAN CANARIA,Gáldar,24370
5.0,280.0,2.0,282.0,22/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
7.0,74.0,1.0,63.0,22/06/2021,TENERIFE,Güímar,20662
384.0,3279.0,71.0,3148.0,22/06/2021,TENERIFE,La Laguna,158911
2.0,65.0,,49.0,22/06/2021,LA PALMA,Breña Alta,7247
,12.0,,12.0,22/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,22/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
5.0,135.0,1.0,130.0,22/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,22/06/2021,LANZAROTE,Teguise,22703
2.0,44.0,,44.0,22/06/2021,GRAN CANARIA,Santa Brígida,18394
7.0,92.0,,84.0,22/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,22/06/2021,GRAN CANARIA,Teror,12522
6.0,133.0,1.0,131.0,22/06/2021,FUERTEVENTURA,Pájara,21349
66.0,474.0,3.0,438.0,22/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,22/06/2021,TENERIFE,Buenavista del Norte,4786
43.0,495.0,4.0,442.0,22/06/2021,TENERIFE,Arona,82777
31.0,822.0,7.0,838.0,22/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,22/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,22/06/2021,LA PALMA,El Paso,7623
983.0,6812.0,74.0,7173.0,22/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
10.0,44.0,,34.0,22/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
7.0,81.0,1.0,82.0,22/06/2021,TENERIFE,El Rosario,17496
,19.0,,17.0,22/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,22/06/2021,GRAN CANARIA,Tejeda,1883
,12.0,,11.0,22/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,22/06/2021,TENERIFE,San Miguel de Abona,21621
6.0,233.0,4.0,222.0,22/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
17.0,198.0,1.0,184.0,22/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,22/06/2021,GRAN CANARIA,Artenara,1049
12.0,123.0,,123.0,22/06/2021,TENERIFE,Tacoronte,24201
5.0,260.0,1.0,258.0,22/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,22/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,22/06/2021,GRAN CANARIA,Valsequillo,9377
12.0,373.0,1.0,373.0,22/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,22/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,22/06/2021,GRAN CANARIA,Moya,7746
1.0,58.0,1.0,55.0,22/06/2021,TENERIFE,La Victoria de Acentejo,9158
2.0,21.0,,20.0,22/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,22/06/2021,TENERIFE,Los Silos,4743
,12.0,,11.0,22/06/2021,GRAN CANARIA,Firgas,7438
2.0,44.0,,36.0,22/06/2021,TENERIFE,Santa Úrsula,14953
,,,,22/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,22/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,22/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,22/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,22/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,22/06/2021,GRAN CANARIA,Valleseco,3727
3.0,10.0,,13.0,22/06/2021,TENERIFE,Vilaflor,1715
,,,,22/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,22/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,22/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,22/06/2021,LA PALMA,Tazacorte,4601
,,,,22/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,23/06/2021,TENERIFE,Garachico,4869
87.0,3826.0,39.0,3863.0,23/06/2021,LANZAROTE,Arrecife,64645
10.0,215.0,2.0,206.0,23/06/2021,TENERIFE,La Orotava,42187
1.0,27.0,1.0,24.0,23/06/2021,TENERIFE,La Matanza de Acentejo,9059
2.0,25.0,1.0,26.0,23/06/2021,TENERIFE,Santiago del Teide,11281
,18.0,,18.0,23/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,23/06/2021,LANZAROTE,Tías,20628
1.0,21.0,,13.0,23/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,23/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,23/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,23/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,23/06/2021,FUERTEVENTURA,Antigua,12972
6.0,236.0,,216.0,23/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,23/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,23/06/2021,LA PALMA,Tijarafe,2507
10.0,90.0,2.0,93.0,23/06/2021,TENERIFE,Icod de Los Vinos,23316
2.0,48.0,,46.0,23/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,23/06/2021,LA PALMA,Los Llanos de Aridane,20760
,101.0,,98.0,23/06/2021,GRAN CANARIA,Ingenio,31694
299.0,,126.0,11261.0,23/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
1.0,7.0,1.0,9.0,23/06/2021,LA GOMERA,Alajeró,2026
,31.0,,30.0,23/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,23/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,23/06/2021,GRAN CANARIA,Agaete,5599
3.0,62.0,1.0,62.0,23/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,23/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,23/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,23/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,23/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,23/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,23/06/2021,EL HIERRO,Valverde,5069
32.0,104.0,,136.0,23/06/2021,FUERTEVENTURA,Tuineje,15596
1.0,13.0,,11.0,23/06/2021,TENERIFE,Fasnia,2818
5.0,30.0,,32.0,23/06/2021,TENERIFE,Tegueste,11287
62.0,459.0,,469.0,23/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,23/06/2021,GRAN CANARIA,Gáldar,24370
5.0,280.0,2.0,282.0,23/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
8.0,74.0,1.0,64.0,23/06/2021,TENERIFE,Güímar,20662
411.0,3288.0,71.0,3184.0,23/06/2021,TENERIFE,La Laguna,158911
1.0,65.0,,48.0,23/06/2021,LA PALMA,Breña Alta,7247
,12.0,,12.0,23/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,23/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
7.0,136.0,1.0,133.0,23/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,23/06/2021,LANZAROTE,Teguise,22703
2.0,44.0,,44.0,23/06/2021,GRAN CANARIA,Santa Brígida,18394
5.0,94.0,,84.0,23/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,23/06/2021,GRAN CANARIA,Teror,12522
6.0,133.0,1.0,131.0,23/06/2021,FUERTEVENTURA,Pájara,21349
67.0,478.0,3.0,443.0,23/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,23/06/2021,TENERIFE,Buenavista del Norte,4786
46.0,496.0,4.0,446.0,23/06/2021,TENERIFE,Arona,82777
42.0,824.0,7.0,851.0,23/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,23/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,23/06/2021,LA PALMA,El Paso,7623
1020.0,6851.0,74.0,7249.0,23/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
10.0,44.0,,34.0,23/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
7.0,81.0,1.0,82.0,23/06/2021,TENERIFE,El Rosario,17496
,19.0,,17.0,23/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,23/06/2021,GRAN CANARIA,Tejeda,1883
,12.0,,11.0,23/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,23/06/2021,TENERIFE,San Miguel de Abona,21621
6.0,233.0,4.0,222.0,23/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
19.0,198.0,1.0,186.0,23/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,23/06/2021,GRAN CANARIA,Artenara,1049
13.0,123.0,,124.0,23/06/2021,TENERIFE,Tacoronte,24201
4.0,261.0,1.0,258.0,23/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,23/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,23/06/2021,GRAN CANARIA,Valsequillo,9377
13.0,373.0,1.0,374.0,23/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,23/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,23/06/2021,GRAN CANARIA,Moya,7746
1.0,58.0,1.0,55.0,23/06/2021,TENERIFE,La Victoria de Acentejo,9158
2.0,21.0,,20.0,23/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,23/06/2021,TENERIFE,Los Silos,4743
,12.0,,11.0,23/06/2021,GRAN CANARIA,Firgas,7438
2.0,44.0,,36.0,23/06/2021,TENERIFE,Santa Úrsula,14953
,,,,23/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,23/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,23/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,23/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,23/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,23/06/2021,GRAN CANARIA,Valleseco,3727
4.0,10.0,,14.0,23/06/2021,TENERIFE,Vilaflor,1715
,,,,23/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,23/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,23/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,23/06/2021,LA PALMA,Tazacorte,4601
,,,,23/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,24/06/2021,TENERIFE,Garachico,4869
75.0,3839.0,39.0,3864.0,24/06/2021,LANZAROTE,Arrecife,64645
13.0,215.0,2.0,209.0,24/06/2021,TENERIFE,La Orotava,42187
1.0,27.0,1.0,24.0,24/06/2021,TENERIFE,La Matanza de Acentejo,9059
3.0,25.0,1.0,27.0,24/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,24/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,24/06/2021,LANZAROTE,Tías,20628
1.0,21.0,,13.0,24/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,24/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,24/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,24/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,24/06/2021,FUERTEVENTURA,Antigua,12972
6.0,236.0,,216.0,24/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,24/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,24/06/2021,LA PALMA,Tijarafe,2507
10.0,90.0,2.0,93.0,24/06/2021,TENERIFE,Icod de Los Vinos,23316
2.0,48.0,,46.0,24/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,24/06/2021,LA PALMA,Los Llanos de Aridane,20760
,101.0,,98.0,24/06/2021,GRAN CANARIA,Ingenio,31694
330.0,,126.0,11297.0,24/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
1.0,7.0,1.0,9.0,24/06/2021,LA GOMERA,Alajeró,2026
,31.0,,30.0,24/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,24/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,24/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,24/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,24/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,24/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,24/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,24/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,24/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,24/06/2021,EL HIERRO,Valverde,5069
40.0,104.0,,144.0,24/06/2021,FUERTEVENTURA,Tuineje,15596
1.0,13.0,,11.0,24/06/2021,TENERIFE,Fasnia,2818
7.0,30.0,,34.0,24/06/2021,TENERIFE,Tegueste,11287
68.0,459.0,,475.0,24/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,24/06/2021,GRAN CANARIA,Gáldar,24370
5.0,280.0,2.0,282.0,24/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
12.0,74.0,1.0,68.0,24/06/2021,TENERIFE,Güímar,20662
439.0,3295.0,71.0,3219.0,24/06/2021,TENERIFE,La Laguna,158911
1.0,65.0,,48.0,24/06/2021,LA PALMA,Breña Alta,7247
,12.0,,12.0,24/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,24/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
7.0,136.0,1.0,133.0,24/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,24/06/2021,LANZAROTE,Teguise,22703
2.0,44.0,,44.0,24/06/2021,GRAN CANARIA,Santa Brígida,18394
8.0,94.0,,87.0,24/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,24/06/2021,GRAN CANARIA,Teror,12522
7.0,133.0,1.0,132.0,24/06/2021,FUERTEVENTURA,Pájara,21349
76.0,478.0,3.0,452.0,24/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,24/06/2021,TENERIFE,Buenavista del Norte,4786
50.0,496.0,4.0,450.0,24/06/2021,TENERIFE,Arona,82777
44.0,826.0,7.0,855.0,24/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,24/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,24/06/2021,LA PALMA,El Paso,7623
1099.0,6856.0,74.0,7333.0,24/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
6.0,48.0,,34.0,24/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
8.0,81.0,1.0,83.0,24/06/2021,TENERIFE,El Rosario,17496
,19.0,,17.0,24/06/2021,LA PALMA,Villa de Mazo,4859
,2.0,,2.0,24/06/2021,GRAN CANARIA,Tejeda,1883
,12.0,,11.0,24/06/2021,LANZAROTE,Tinajo,6434
6.0,58.0,,54.0,24/06/2021,TENERIFE,San Miguel de Abona,21621
6.0,233.0,4.0,222.0,24/06/2021,GRAN CANARIA,San Bartolomé de Tirajana,53397
21.0,198.0,1.0,188.0,24/06/2021,TENERIFE,Puerto de La Cruz,30492
,4.0,,4.0,24/06/2021,GRAN CANARIA,Artenara,1049
13.0,123.0,,124.0,24/06/2021,TENERIFE,Tacoronte,24201
5.0,261.0,1.0,259.0,24/06/2021,GRAN CANARIA,Telde,102791
,6.0,,6.0,24/06/2021,LA PALMA,San Andrés y Sauces,4182
,6.0,,5.0,24/06/2021,GRAN CANARIA,Valsequillo,9377
16.0,373.0,1.0,377.0,24/06/2021,FUERTEVENTURA,La Oliva,27234
,9.0,,8.0,24/06/2021,EL HIERRO,Frontera,4184
,5.0,,5.0,24/06/2021,GRAN CANARIA,Moya,7746
2.0,58.0,1.0,56.0,24/06/2021,TENERIFE,La Victoria de Acentejo,9158
2.0,21.0,,20.0,24/06/2021,TENERIFE,La Guancha,5540
1.0,11.0,,10.0,24/06/2021,TENERIFE,Los Silos,4743
,12.0,,11.0,24/06/2021,GRAN CANARIA,Firgas,7438
2.0,44.0,,36.0,24/06/2021,TENERIFE,Santa Úrsula,14953
,,,,24/06/2021,LA PALMA,Puntagorda,2203
,10.0,,2.0,24/06/2021,LA PALMA,Barlovento,1926
,6.0,,6.0,24/06/2021,LA GOMERA,Vallehermoso,2879
,3.0,,,24/06/2021,LA PALMA,Fuencaliente,1751
,5.0,,5.0,24/06/2021,LA PALMA,Puntallana,2553
,7.0,,7.0,24/06/2021,GRAN CANARIA,Valleseco,3727
5.0,10.0,,15.0,24/06/2021,TENERIFE,Vilaflor,1715
,,,,24/06/2021,FUERTEVENTURA,Betancuria,773
,4.0,,4.0,24/06/2021,LA PALMA,Garafía,1730
,1.0,,1.0,24/06/2021,LA GOMERA,Hermigua,1775
,44.0,,41.0,24/06/2021,LA PALMA,Tazacorte,4601
,,,,24/06/2021,LA GOMERA,Agulo,1110
,6.0,,6.0,25/06/2021,TENERIFE,Garachico,4869
72.0,3847.0,39.0,3869.0,25/06/2021,LANZAROTE,Arrecife,64645
14.0,215.0,2.0,210.0,25/06/2021,TENERIFE,La Orotava,42187
1.0,27.0,1.0,24.0,25/06/2021,TENERIFE,La Matanza de Acentejo,9059
3.0,25.0,1.0,27.0,25/06/2021,TENERIFE,Santiago del Teide,11281
1.0,18.0,,19.0,25/06/2021,TENERIFE,San juan de La Rambla,4873
1.0,109.0,1.0,106.0,25/06/2021,LANZAROTE,Tías,20628
2.0,21.0,,14.0,25/06/2021,TENERIFE,Arico,8111
,3.0,,3.0,25/06/2021,LA GOMERA,Valle Gran Rey,4630
1.0,62.0,,57.0,25/06/2021,GRAN CANARIA,Mogán,20487
,13.0,,13.0,25/06/2021,GRAN CANARIA,Vega de San Mateo,7569
,4.0,,4.0,25/06/2021,FUERTEVENTURA,Antigua,12972
7.0,236.0,,217.0,25/06/2021,TENERIFE,Los Realejos,36727
,35.0,,35.0,25/06/2021,LANZAROTE,San Bartolomé,19099
,4.0,,4.0,25/06/2021,LA PALMA,Tijarafe,2507
10.0,91.0,2.0,94.0,25/06/2021,TENERIFE,Icod de Los Vinos,23316
2.0,48.0,,46.0,25/06/2021,LANZAROTE,Yaiza,17040
,101.0,1.0,92.0,25/06/2021,LA PALMA,Los Llanos de Aridane,20760
2.0,101.0,,100.0,25/06/2021,GRAN CANARIA,Ingenio,31694
335.0,,126.0,11315.0,25/06/2021,GRAN CANARIA,Las Palmas de Gran Canaria,381223
,8.0,1.0,9.0,25/06/2021,LA GOMERA,Alajeró,2026
,31.0,,30.0,25/06/2021,LA PALMA,Santa Cruz de La Palma,15695
,12.0,,11.0,25/06/2021,LA PALMA,Breña Baja,5821
,14.0,,14.0,25/06/2021,GRAN CANARIA,Agaete,5599
4.0,62.0,1.0,63.0,25/06/2021,GRAN CANARIA,Agüimes,31914
4.0,59.0,,57.0,25/06/2021,TENERIFE,El Sauzal,8940
,10.0,,10.0,25/06/2021,LANZAROTE,Haría,5263
,3.0,,2.0,25/06/2021,EL HIERRO,El Pinar,1894
2.0,11.0,,12.0,25/06/2021,TENERIFE,El Tanque,2852
,74.0,,71.0,25/06/2021,GRAN CANARIA,Arucas,38334
,286.0,3.0,280.0,25/06/2021,EL HIERRO,Valverde,5069
51.0,106.0,,157.0,25/06/2021,FUERTEVENTURA,Tuineje,15596
2.0,13.0,,12.0,25/06/2021,TENERIFE,Fasnia,2818
7.0,30.0,,34.0,25/06/2021,TENERIFE,Tegueste,11287
72.0,459.0,,479.0,25/06/2021,TENERIFE,Adeje,49030
,35.0,1.0,35.0,25/06/2021,GRAN CANARIA,Gáldar,24370
8.0,280.0,2.0,285.0,25/06/2021,GRAN CANARIA,Santa Lucía de Tirajana,74602
14.0,74.0,1.0,70.0,25/06/2021,TENERIFE,Güímar,20662
465.0,3301.0,73.0,3253.0,25/06/2021,TENERIFE,La Laguna,158911
,66.0,,48.0,25/06/2021,LA PALMA,Breña Alta,7247
,12.0,,12.0,25/06/2021,TENERIFE,Arafo,5593
,14.0,,14.0,25/06/2021,GRAN CANARIA,La Aldea de San Nicolás,7508
9.0,136.0,1.0,135.0,25/06/2021,TENERIFE,Guía de Isora,21796
,49.0,,47.0,25/06/2021,LANZAROTE,Teguise,22703
2.0,44.0,,44.0,25/06/2021,GRAN CANARIA,Santa Brígida,18394
11.0,94.0,,90.0,25/06/2021,TENERIFE,Candelaria,28383
,22.0,,21.0,25/06/2021,GRAN CANARIA,Teror,12522
8.0,133.0,1.0,133.0,25/06/2021,FUERTEVENTURA,Pájara,21349
81.0,478.0,3.0,457.0,25/06/2021,TENERIFE,Granadilla de Abona,51233
,2.0,,2.0,25/06/2021,TENERIFE,Buenavista del Norte,4786
54.0,496.0,4.0,454.0,25/06/2021,TENERIFE,Arona,82777
44.0,825.0,7.0,854.0,25/06/2021,FUERTEVENTURA,Puerto del Rosario,41808
,14.0,,14.0,25/06/2021,GRAN CANARIA,Santa María de Guía,13897
,15.0,,14.0,25/06/2021,LA PALMA,El Paso,7623
1166.0,6865.0,74.0,7409.0,25/06/2021,TENERIFE,Santa Cruz de Tenerife,209194
4.0,51.0,,35.0,25/06/2021,LA GOMERA,San Sebastián de La Gomera,9258
9.0,81.0,1.0,84.0,25/06/2021,TENERIFE,El Rosario,17496
