cv19_activos,cv19_curados,cv19_fallecidos,cv19_total_casos,fecha_datos,isla,municipio,poblacion
,6.0,,6.0,05/07/2021,TENERIFE,Garachico,4871
59.0,3908.0,39.0,3917.0,05/07/2021,LANZAROTE,Arrecife,62988
25.0,218.0,2.0,224.0,05/07/2021,TENERIFE,La Orotava,42029
7.0,27.0,1.0,30.0,05/07/2021,TENERIFE,La Matanza de Acentejo,9061
5.0,26.0,1.0,30.0,05/07/2021,TENERIFE,Santiago del Teide,11111
1.0,18.0,,19.0,05/07/2021,TENERIFE,San juan de La Rambla,4828
3.0,110.0,1.0,109.0,05/07/2021,LANZAROTE,Tías,20170
,23.0,,14.0,05/07/2021,TENERIFE,Arico,7988
,3.0,,3.0,05/07/2021,LA GOMERA,Valle Gran Rey,4564
2.0,62.0,,58.0,05/07/2021,GRAN CANARIA,Mogán,20072
,13.0,,13.0,05/07/2021,GRAN CANARIA,Vega de San Mateo,7556
,4.0,,4.0,05/07/2021,FUERTEVENTURA,Antigua,12461
16.0,240.0,,230.0,05/07/2021,TENERIFE,Los Realejos,36402
,35.0,,35.0,05/07/2021,LANZAROTE,San Bartolomé,18816
,4.0,,4.0,05/07/2021,LA PALMA,Tijarafe,2532
16.0,96.0,2.0,105.0,05/07/2021,TENERIFE,Icod de Los Vinos,23254
1.0,49.0,,46.0,05/07/2021,LANZAROTE,Yaiza,16571
,101.0,1.0,92.0,05/07/2021,LA PALMA,Los Llanos de Aridane,20467
2.0,104.0,,103.0,05/07/2021,GRAN CANARIA,Ingenio,31321
620.0,,127.0,11772.0,05/07/2021,GRAN CANARIA,Las Palmas de Gran Canaria,379925
,8.0,1.0,9.0,05/07/2021,LA GOMERA,Alajeró,2017
1.0,32.0,,32.0,05/07/2021,LA PALMA,Santa Cruz de La Palma,15716
,12.0,,11.0,05/07/2021,LA PALMA,Breña Baja,5690
1.0,14.0,,15.0,05/07/2021,GRAN CANARIA,Agaete,5586
4.0,63.0,1.0,64.0,05/07/2021,GRAN CANARIA,Agüimes,31619
5.0,59.0,,58.0,05/07/2021,TENERIFE,El Sauzal,8934
,10.0,,10.0,05/07/2021,LANZAROTE,Haría,5123
2.0,3.0,,4.0,05/07/2021,EL HIERRO,El Pinar,1870
,13.0,,12.0,05/07/2021,TENERIFE,El Tanque,2763
2.0,74.0,,73.0,05/07/2021,GRAN CANARIA,Arucas,38138
13.0,286.0,3.0,293.0,05/07/2021,EL HIERRO,Valverde,5005
43.0,138.0,,181.0,05/07/2021,FUERTEVENTURA,Tuineje,15241
4.0,13.0,,14.0,05/07/2021,TENERIFE,Fasnia,2786
5.0,34.0,,36.0,05/07/2021,TENERIFE,Tegueste,11294
159.0,473.0,,580.0,05/07/2021,TENERIFE,Adeje,47869
,35.0,1.0,35.0,05/07/2021,GRAN CANARIA,Gáldar,24242
13.0,286.0,2.0,296.0,05/07/2021,GRAN CANARIA,Santa Lucía de Tirajana,73328
18.0,82.0,1.0,82.0,05/07/2021,TENERIFE,Güímar,20190
661.0,3489.0,73.0,3636.0,05/07/2021,TENERIFE,La Laguna,157503
2.0,66.0,,50.0,05/07/2021,LA PALMA,Breña Alta,7204
4.0,12.0,,16.0,05/07/2021,TENERIFE,Arafo,5551
,14.0,,14.0,05/07/2021,GRAN CANARIA,La Aldea de San Nicolás,7504
15.0,139.0,1.0,144.0,05/07/2021,TENERIFE,Guía de Isora,21368
1.0,49.0,,48.0,05/07/2021,LANZAROTE,Teguise,22342
3.0,46.0,,47.0,05/07/2021,GRAN CANARIA,Santa Brígida,18263
19.0,97.0,,101.0,05/07/2021,TENERIFE,Candelaria,27985
2.0,22.0,,23.0,05/07/2021,GRAN CANARIA,Teror,12519
16.0,136.0,1.0,144.0,05/07/2021,FUERTEVENTURA,Pájara,21093
257.0,510.0,4.0,666.0,05/07/2021,TENERIFE,Granadilla de Abona,50146
,2.0,,2.0,05/07/2021,TENERIFE,Buenavista del Norte,4778
141.0,511.0,5.0,556.0,05/07/2021,TENERIFE,Arona,81216
121.0,852.0,7.0,958.0,05/07/2021,FUERTEVENTURA,Puerto del Rosario,40753
,14.0,,14.0,05/07/2021,GRAN CANARIA,Santa María de Guía,13850
1.0,15.0,,15.0,05/07/2021,LA PALMA,El Paso,7622
1742.0,7273.0,76.0,8395.0,05/07/2021,TENERIFE,Santa Cruz de Tenerife,207312
3.0,55.0,,38.0,05/07/2021,LA GOMERA,San Sebastián de La Gomera,9093
12.0,83.0,1.0,89.0,05/07/2021,TENERIFE,El Rosario,17370
2.0,19.0,,19.0,05/07/2021,LA PALMA,Villa de Mazo,4843
,2.0,,2.0,05/07/2021,GRAN CANARIA,Tejeda,1909
,13.0,,12.0,05/07/2021,LANZAROTE,Tinajo,6279
20.0,60.0,,70.0,05/07/2021,TENERIFE,San Miguel de Abona,20886
16.0,236.0,4.0,235.0,05/07/2021,GRAN CANARIA,San Bartolomé de Tirajana,53443
26.0,207.0,1.0,202.0,05/07/2021,TENERIFE,Puerto de La Cruz,30468
,4.0,,4.0,05/07/2021,GRAN CANARIA,Artenara,1069
22.0,126.0,,136.0,05/07/2021,TENERIFE,Tacoronte,24134
20.0,263.0,1.0,276.0,05/07/2021,GRAN CANARIA,Telde,102647
,6.0,,6.0,05/07/2021,LA PALMA,San Andrés y Sauces,4141
,6.0,,5.0,05/07/2021,GRAN CANARIA,Valsequillo,9340
24.0,382.0,1.0,394.0,05/07/2021,FUERTEVENTURA,La Oliva,26580
,9.0,,8.0,05/07/2021,EL HIERRO,Frontera,4093
,5.0,,5.0,05/07/2021,GRAN CANARIA,Moya,7696
3.0,59.0,1.0,58.0,05/07/2021,TENERIFE,La Victoria de Acentejo,9185
5.0,22.0,,24.0,05/07/2021,TENERIFE,La Guancha,5520
,12.0,,10.0,05/07/2021,TENERIFE,Los Silos,4693
3.0,13.0,,15.0,05/07/2021,GRAN CANARIA,Firgas,7455
4.0,46.0,,40.0,05/07/2021,TENERIFE,Santa Úrsula,14679
,,,,05/07/2021,LA PALMA,Puntagorda,2110
,10.0,,2.0,05/07/2021,LA PALMA,Barlovento,1876
,6.0,,6.0,05/07/2021,LA GOMERA,Vallehermoso,2901
,3.0,,,05/07/2021,LA PALMA,Fuencaliente,1722
1.0,5.0,,6.0,05/07/2021,LA PALMA,Puntallana,2506
,7.0,,7.0,05/07/2021,GRAN CANARIA,Valleseco,3749
3.0,13.0,,16.0,05/07/2021,TENERIFE,Vilaflor,1667
,,,,05/07/2021,FUERTEVENTURA,Betancuria,758
,4.0,,4.0,05/07/2021,LA PALMA,Garafía,1667
,1.0,,1.0,05/07/2021,LA GOMERA,Hermigua,1832
,44.0,,41.0,05/07/2021,LA PALMA,Tazacorte,4575
,,,,05/07/2021,LA GOMERA,Agulo,1096
